track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Year
WHATS POPPIN,Jack Harlow,84,WHATS POPPIN,4,0.923,0.604,-6.671,11,0.245,0.017,0.0,0.272,0.826,145.062,2022
Let Her Go,LANDR,41,Let Her Go,44,0.712,0.803,-7.206,7,0.0276,0.00537,9.81e-05,0.307,0.308,120.018,2022
Sunday Best,Surfaces,71,Where the Light Is,77,0.878,0.525,-6.832,5,0.0578,0.183,0.0,0.0714,0.694,112.022,2022
DÁKITI,Dame Dame,48,DÁKITI,47,0.726,0.815,-5.092,4,0.101,0.206,0.0,0.631,0.627,121.975,2022
Say So,Doja Cat,88,Hot Pink,80,0.787,0.673,-4.583,11,0.159,0.264,3.35e-06,0.0904,0.779,110.962,2022
In Your Eyes,The Weeknd,93,After Hours,79,0.667,0.719,-5.371,7,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,2022
Falling,Trevor Daniel,66,Falling,15,0.785,0.431,-8.756,10,0.0364,0.123,0.0,0.0887,0.236,127.085,2022
Let It Go,Dame Dame,48,Let It Go,38,0.769,0.796,-7.37,8,0.0564,0.0279,1.97e-06,0.0871,0.681,122.039,2022
death bed (coffee for your head),Powfu,71,death bed (coffee for your head),82,0.726,0.431,-8.765,8,0.135,0.731,0.0,0.696,0.348,144.026,2022
That Way,Lil Uzi Vert,85,That Way,62,0.719,0.611,-5.01,7,0.0403,0.0582,0.0,0.155,0.489,129.962,2022
Baby I'm Yours,Breakbot,57,By Your Side,69,0.829,0.792,-3.755,2,0.0668,0.726,5.83e-06,0.122,0.758,118.05,2022
BOP,DaBaby,82,KIRK,76,0.769,0.787,-3.909,11,0.367,0.189,0.0,0.129,0.836,126.77,2022
OUT WEST (feat. Young Thug),JACKBOYS,65,JACKBOYS,77,0.802,0.591,-4.895,8,0.225,0.0104,0.0,0.196,0.309,139.864,2022
Blinding Lights,The Weeknd,93,Blinding Lights,18,0.513,0.796,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,2022
When the Sun Goes Down,Martin van Lectro,39,When the Sun Goes Down,37,0.544,0.748,-5.556,5,0.0865,0.0646,0.0,0.519,0.391,123.752,2022
Skechers,DripReport,54,Skechers,0,0.907,0.332,-9.828,1,0.0836,0.326,0.0168,0.109,0.277,99.998,2022
ROXANNE,Arizona Zervas,66,ROXANNE,78,0.621,0.601,-5.616,6,0.148,0.0522,0.0,0.46,0.457,116.735,2022
Shooting Stars,Bag Raiders,53,Bag Raiders (Deluxe),0,0.649,0.716,-6.232,11,0.0445,0.0879,0.03,0.0824,0.503,124.968,2022
The Git Up,Blanco Brown,60,The Git Up,3,0.847,0.678,-8.635,9,0.109,0.0669,0.0,0.274,0.811,97.984,2022
Payphone,Faruk Orman,43,Payphone,45,0.721,0.707,-7.953,11,0.224,0.563,6.4e-06,0.338,0.462,125.07,2022
I Don't Care (with Justin Bieber),Ed Sheeran,90,I Don't Care (with Justin Bieber),78,0.798,0.675,-5.041,6,0.0442,0.0912,0.0,0.0894,0.842,101.956,2022
hot girl bummer,blackbear,80,hot girl bummer,5,0.778,0.559,-7.109,6,0.0776,0.128,0.0,0.399,0.678,129.989,2022
Demons,CPX,52,Demons,56,0.7,0.848,-5.473,8,0.217,0.317,0.0,0.349,0.29,124.056,2022
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,85,Red Pill Blues (Deluxe),74,0.851,0.541,-6.825,0,0.0505,0.568,0.0,0.13,0.448,124.959,2022
Without Me,Halsey,83,Without Me,77,0.752,0.488,-7.05,6,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,2022
Plug Walk,Rich The Kid,67,The World Is Yours,70,0.876,0.519,-6.531,11,0.143,0.202,0.0,0.108,0.158,94.981,2022
California Dreaming,Jorm,42,California Dreaming,53,0.717,0.865,-4.126,1,0.0307,0.0222,0.0012,0.605,0.487,124.048,2022
Rockstar,Ilkay Sencan,61,Rockstar,69,0.771,0.826,-3.978,11,0.0604,0.142,0.03,0.145,0.185,100.012,2022
Falling for U,Peachy!,57,Falling for U,1,0.516,0.358,-12.018,8,0.424,0.743,1.3e-06,0.0813,0.397,79.509,2022
Lovely,Alfons,58,Lovely,45,0.504,0.677,-6.954,4,0.064,0.316,0.00127,0.268,0.0375,128.078,2022
The Less I Know The Better,Tame Impala,78,Currents,84,0.64,0.74,-4.083,4,0.0284,0.0115,0.00678,0.167,0.785,116.879,2022
Dandelions,Ruth B.,75,Safe Haven,90,0.609,0.692,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,2022
Jimmy Cooks (feat. 21 Savage),Drake,95,"Honestly, Nevermind",92,0.529,0.673,-4.711,0,0.175,0.000307,2.41e-06,0.093,0.366,165.921,2022
Good Looking,Suki Waterhouse,64,Good Looking,80,0.377,0.558,-9.076,4,0.0299,0.0789,0.000342,0.125,0.267,149.971,2022
INFERNO,Sub Urban,67,INFERNO,71,0.82,0.611,-5.02,9,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,2022
